validto (UTC),capacity (kW) aardgas,percentage aardgas,capacity (kW) afval,percentage afval,capacity (kW) biomassa,percentage biomassa,capacity (kW) electriciteitsmix,percentage electriciteitsmix,capacity (kW) kernenergie,percentage kernenergie,capacity (kW) overig,percentage overig,capacity (kW) steenkool,percentage steenkool,capacity (kW) wind,percentage wind,capacity (kW) wkk,percentage wkk,capacity (kW) zeewind,percentage zeewind,capacity (kW) zon,percentage zon
2024-03-16 21:00:00,3482000,0,373250,0.47852548956871,1147410,1.1474100351334,9091551,0.27975448966026,486500,1.0030900239944,221000,1,1430590,2.8611800670624,6145,0.0009805897716432,1804121,0,141000,0.06419450044632,0,0.0
2024-03-16 22:00:00,2825000,0,375000,0.48076900839806,921088,0.92108798027039,7863350,0.24195849895477,486000,1.0020600557327,221000,1,1148412,2.2968225479126,8533,0.0013616390060633,1668275,0,210500,0.095836453139782,0,0.0
2024-03-16 23:00:00,2331000,0,376500,0.48269200325012,768204,0.76820373535156,6999259,0.21536749601364,486000,1.0020600557327,221000,1,957796,1.9155925512314,43224,0.0068973698653281,1537484,0,278500,0.12679575383663,0,0.0
2024-03-17 00:00:00,1908750,0,377750,0.48429450392723,692652,0.69265198707581,6836732,0.21036399900913,486000,1.0020600557327,221000,1,863598,1.7271950244904,92204,0.014713174663484,1429220,0,766000,0.34874475002289,0,0.0
2024-03-17 01:00:00,1501000,0,381750,0.48942300677299,658271,0.65826952457428,6509259,0.20028474926949,486000,1.0020600557327,221000,1,820729,1.6414624452591,172880,0.027586549520493,1337559,0,930500,0.42363798618317,0,0.0
2024-03-17 02:00:00,1501000,0,384500,0.49294900894165,653261,0.65326249599457,6677153,0.20544800162315,486000,1.0020600557327,221000,1,814489,1.6289750337601,259133,0.041349750012159,1357457,0,1000750,0.45562174916267,0,0.0
2024-03-17 03:00:00,1456750,0,384750,0.49326950311661,722360,0.7223607301712,6942258,0.21360249817371,486000,1.0020600557327,221000,1,900640,1.8012775182724,376504,0.060078173875809,1368220,0,1026500,0.46734499931335,0,0.0
2024-03-17 04:00:00,1427500,0,383500,0.49166676402092,684418,0.68441772460938,7315795,0.22509300708771,486000,1.0020600557327,221000,1,853332,1.7066650390625,562782,0.089801803231239,1404974,0,1292750,0.58856326341629,0,0.0
2024-03-17 05:00:00,1458250,0,384750,0.49326926469803,635348,0.6353480219841,7614267,0.23427325487137,486250,1.0025750398636,221000,1,792152,1.5843025445938,822546,0.13125075399876,1495227,0,1319250,0.60062825679779,0,0.0
2024-03-17 06:00:00,1479000,0,381250,0.48878198862076,686087,0.68608701229095,7953447,0.24470600485802,486500,1.0030900239944,221000,1,855413,1.7108249664307,922798,0.14724700152874,1637013,0,1281999,0.58366876840591,2850,0.0001353745028609
2024-03-17 07:00:00,1303250,0,378000,0.48461523652077,736158,0.73615825176239,8464410,0.26042351126671,486000,1.0020600557327,221000,1,917842,1.8356850147247,860877,0.13736525177956,1753446,0,1298999,0.59140825271606,509283,0.024190472438931
2024-03-17 08:00:00,1185250,0,380500,0.48782050609589,652150,0.65214949846268,10680257,0.32859423756599,486000,1.0020600557327,221000,1,813100,1.6262024641037,1041529,0.16618974506855,1800265,0,1501000,0.68337523937225,2599722,0.12348269671202
2024-03-17 09:00:00,1238000,0,380250,0.48750001192093,595625,0.5956249833107,12604359,0.38778701424599,486000,1.0020600557327,221000,1,742625,1.4852474927902,1339218,0.21368849277496,1787893,0,1744750,0.7943497300148,4069273,0.19328099489212
2024-03-17 10:00:00,1205000,0,375000,0.48076900839806,576152,0.57615298032761,14090837,0.43351501226425,486000,1.0020600557327,221000,1,718348,1.4366949796677,1696821,0.27074700593948,1669450,0,1761500,0.80197602510452,5381828,0.25561925768852
2024-03-17 11:00:00,1191000,0,373500,0.47884601354599,411475,0.41147398948669,15406624,0.47398999333382,486000,1.0020600557327,221000,1,513025,1.0260524749756,1925575,0.3072452545166,1575321,0,1944749,0.88540548086166,6765221,0.32132050395012
2024-03-17 12:00:00,1243750,0,374750,0.4804485142231,407469,0.40746825933456,15142481,0.46585774421692,485750,1.0015449523926,221000,1,508031,1.0160650014877,2261851,0.36089923977852,1619524,0,2167750,0.98693323135376,5852863,0.27798250317574
2024-03-17 13:00:00,1179000,0,367750,0.47147449851036,423936,0.42393624782562,15057965,0.46325173974037,485750,1.0015449523926,221000,1,528564,1.0571274757385,2578409,0.41140601038933,1562718,0,2209500,1.0059412717819,5501610,0.26129499077797
2024-03-17 14:00:00,1126500,0,369250,0.47339749336243,448972,0.44897198677063,15402509,0.47384551167488,485750,1.0015449523926,221000,1,559778,1.1195549964905,2923547,0.46647250652313,1502418,0,2132500,0.97088474035263,5633074,0.26753374934196
2024-03-17 15:00:00,1318500,0,365250,0.46826949715614,454869,0.45486924052238,15381043,0.473179012537,485250,1.0005149841309,221000,1,567131,1.134260058403,3067425,0.48942625522614,1522383,0,2368250,1.0782200098038,5011442,0.23800624907017
2024-03-17 16:00:00,1834500,0,371000,0.47564101219177,579603,0.57960200309753,14391896,0.44274374842644,485000,1.0,221000,1,722647,1.4452949762344,2617446,0.41762626171112,1649036,0,2831750,1.2892400026321,3080384,0.14629274606705
2024-03-17 17:00:00,2207500,0,372000,0.4769229888916,773990,0.77398973703384,13509336,0.41558775305748,485000,1.0,221000,1,965010,1.9300224781036,2330487,0.37183874845505,1774776,0,3124251,1.4224125146866,1255780,0.059638276696205
2024-03-17 18:00:00,2325750,0,365750,0.46891048550606,1096448,1.096447467804,12783493,0.39325401186943,485000,1.0,221000,1,1367052,2.7341024875641,1939430,0.30944174528122,1869086,0,2908750,1.3242975473404,205710,0.0097692226991057
2024-03-17 19:00:00,2343000,0,361250,0.46314126253128,1122262,1.1222649812698,12436690,0.38258025050163,485000,1.0,221000,1,1399238,2.7984750270844,1814817,0.28955748677254,1861926,0,2828749,1.2878725528717,0,0.0
2024-03-17 20:00:00,2076250,0,361500,0.46346175670624,993191,0.99319022893906,12120216,0.37284025549889,485000,1.0,221000,1,1238309,2.4766199588776,2038474,0.32524025440216,1739513,0,2967499,1.3510450124741,0,0.0
2024-03-17 21:00:00,2069000,0,355250,0.45544850826263,877470,0.87747025489807,11881131,0.36548075079918,485000,1.0,221000,1,1094030,2.1880574226379,2358531,0.37630298733711,1642547,0,2778749,1.2651100158691,0,0.0
2024-03-17 22:00:00,2146000,0,364250,0.46698749065399,830626,0.83062601089478,11092552,0.341218739748,485000,1.0,221000,1,1035624,2.0712449550629,2299318,0.3668532371521,1555235,0,2155999,0.98158377408981,0,0.0
2024-03-17 23:00:00,2059000,0,363750,0.46634650230408,729482,0.72948199510574,10047041,0.30905374884605,485500,1.0010299682617,221000,1,909518,1.8190375566483,2109683,0.3365952372551,1449792,0,1719750,0.78296798467636,0,0.0
2024-03-18 00:00:00,1876750,0,362500,0.46474376320839,739273,0.73927348852158,9542016,0.29351499676704,485250,1.0005149841309,221000,1,921727,1.8434549570084,1881347,0.30016276240349,1366142,0,1688500,0.76874047517776,0,0.0
2024-03-18 01:00:00,1681250,0,357750,0.45865374803543,646699,0.64669752120972,8717930,0.26816248893738,485250,1.0005149841309,221000,1,806301,1.6126074790955,1643601,0.2622289955616,1340527,0,1536001,0.69931077957153,0,0.0
2024-03-18 02:00:00,1713500,0,354750,0.4548074901104,651482,0.65148222446442,8095072,0.24900025129318,485000,1.0,221000,1,812268,1.6245349645615,1269214,0.20249624550343,1367323,0,1220999,0.5558967590332,0,0.0
2024-03-18 03:00:00,1784250,0,342500,0.43910250067711,651258,0.65125948190689,7820773,0.24055999517441,485000,1.0,221000,1,811992,1.6239775419235,934888,0.14915524423122,1420304,0,1170000,0.53267776966095,0,0.0
2024-03-18 04:00:00,2335250,0,349250,0.44775649905205,642136,0.6421355009079,8243898,0.25357174873352,485500,1.0010299682617,221000,1,800614,1.6012300252914,646678,0.10317280143499,1556684,0,1207250,0.54963672161102,0,0.0
2024-03-18 05:00:00,3379250,0,340500,0.43653848767281,697548,0.69754773378372,9275673,0.28530424833298,486000,1.0020600557327,221000,1,869702,1.7394075393677,555417,0.088612027466297,1770008,0,956750,0.43558925390244,0,0.0
2024-03-18 06:00:00,4921500,0,344750,0.44198751449585,774879,0.77487975358963,11113293,0.34182199835777,486000,1.0020600557327,221000,1,966121,1.9322400093079,500937,0.079919703304768,2210674,0,686250,0.31243574619293,1703,8.0858000728767e-05
2024-03-18 07:00:00,5317750,0,338250,0.43365401029587,935664,0.93566423654556,12116041,0.37265974283218,486000,1.0020600557327,221000,1,1166586,2.3331725597382,402103,0.064151249825954,2404368,0,631750,0.28762325644493,213173,0.010121237486601
2024-03-18 08:00:00,5381500,0,343500,0.44038450717926,936777,0.9367767572403,13140802,0.40417349338531,486000,1.0020600557327,221000,1,1167973,2.335944890976,353252,0.056357201188803,2387540,0,722751,0.32905450463295,1141106,0.054177798330784
2024-03-18 09:00:00,5358750,0,347000,0.44487199187279,910072,0.91007226705551,14493475,0.44577226042747,486000,1.0020600557327,221000,1,1134678,2.26935505867,403687,0.064403101801872,2212133,0,684750,0.31175273656845,2736006,0.12989868223667
2024-03-18 10:00:00,5132250,0,347500,0.44551301002502,782111,0.7821124792099,15969079,0.49115124344826,486000,1.0020600557327,221000,1,975139,1.9502724409103,546141,0.087129324674606,2055600,0,522750,0.23799750208855,4901312,0.23269799351692
2024-03-18 11:00:00,5380750,0,345750,0.44326949119568,694877,0.69487750530243,18771496,0.57733601331711,486000,1.0020600557327,221000,1,866373,1.732745051384,772273,0.12320475280285,2050998,0,346999,0.15798200666904,7607030,0.36115026473999
2024-03-18 12:00:00,4566000,0,347750,0.44583350419998,631008,0.63100850582123,20260732,0.62313097715378,485000,1.0,221000,1,786742,1.5734800100327,990545,0.15802575647831,1924892,0,295001,0.13430824875832,10013326,0.47538274526596
2024-03-18 13:00:00,4964000,0,332750,0.42660251259804,682860,0.68286025524139,20547671,0.6319477558136,485000,1.0,221000,1,851390,1.702780008316,984545,0.15706749260426,1984437,0,277000,0.12611274421215,9765484,0.46360874176025
2024-03-18 14:00:00,4742500,0,325750,0.4176284968853,682081,0.68208122253418,18693920,0.57492822408676,485000,1.0,221000,1,850419,1.7008374929428,983947,0.1569712460041,1865000,0,300001,0.13658425211906,8238861,0.39112651348114
2024-03-18 15:00:00,5360250,0,317750,0.40737175941467,716908,0.71690851449966,19483203,0.59919500350952,485000,1.0,221000,1,893842,1.7876825332642,985688,0.15724775195122,1975266,0,282500,0.12861649692059,8245762,0.39144724607468
2024-03-18 16:00:00,5908750,0,331000,0.42435899376869,823839,0.82383847236633,17957199,0.55225652456284,485000,1.0,221000,1,1027161,2.0543224811554,906568,0.14462475478649,2083682,0,272000,0.12383600324392,5898596,0.28001675009727
2024-03-18 17:00:00,6742500,0,339250,0.43493574857712,920865,0.92086523771286,16256096,0.49993425607681,485500,1.0010299682617,221000,1,1148135,2.2962698936462,630531,0.1005881279707,2255791,0,547000,0.24903824925423,2966126,0.14080449938774
2024-03-18 18:00:00,6917750,0,343750,0.4407052397728,1110135,1.1101324558258,14744531,0.45344251394272,485250,1.0005149841309,221000,1,1384115,2.7682299613953,321928,0.05135652422905,2382222,0,959000,0.43661373853683,619988,0.029430978000164
2024-03-18 19:00:00,6933750,0,348250,0.4464744925499,1254340,1.2543375492096,14427704,0.44369348883629,485000,1.0,221000,1,1563910,3.1278200149536,111931,0.017856001853943,2452927,0,1057250,0.48134523630142,0,0.0
2024-03-18 20:00:00,6923000,0,349500,0.44807699322701,1240431,1.2404299974442,14370032,0.44191399216652,485000,1.0,221000,1,1546569,3.0931375026703,54932,0.0087630720809102,2396488,0,1153749,0.52527898550034,0,0.0
2024-03-18 21:00:00,6407000,0,354250,0.45416650176048,1094223,1.0942225456238,13321183,0.4096539914608,485000,1.0,221000,1,1364277,2.7285525798798,0,0.0,2291986,0,1104000,0.50262898206711,0,0.0
2024-03-18 22:00:00,5765250,0,356250,0.45673051476479,987850,0.98784726858139,12410003,0.38162875175476,485000,1.0,221000,1,1231650,2.4632999897003,49639,0.007918587885797,2095589,0,1218250,0.55464500188828,0,0.0
2024-03-18 23:00:00,4028250,0,353750,0.45352551341057,905288,0.90528750419617,10361513,0.31863024830818,485000,1.0,221000,1,1128712,2.257425069809,118750,0.018943324685097,1765036,0,1356250,0.61747348308563,0,0.0
2024-03-19 00:00:00,2926500,0,352000,0.45128199458122,726923,0.72692275047302,9068215,0.2788562476635,485000,1.0,221000,1,906327,1.8126524686813,209080,0.033352751284838,1574684,0,1667251,0.75906622409821,0,0.0
2024-03-19 01:00:00,2630000,0,354250,0.45416650176048,608977,0.60897725820541,8499105,0.2613520026207,485000,1.0,221000,1,759273,1.5185450315475,321905,0.051350448280573,1510036,0,1609000,0.73254573345184,0,0.0
2024-03-19 02:00:00,2576750,0,352000,0.45128199458122,534539,0.53453797101974,8500663,0.26139649748802,485000,1.0,221000,1,666461,1.3329249620438,515995,0.082311250269413,1510287,0,1639000,0.74620425701141,0,0.0
2024-03-19 03:00:00,2592750,0,350750,0.44967949390411,534316,0.53431552648544,8886924,0.27327099442482,485000,1.0,221000,1,666184,1.3323650360107,652107,0.10402312129736,1532082,0,1853251,0.8437482714653,0,0.0
2024-03-19 04:00:00,2650750,0,350250,0.4490385055542,595848,0.59584748744965,9187729,0.28251725435257,485250,1.0005149841309,221000,1,742902,1.4858050346375,708111,0.11295624822378,1559134,0,1875001,0.85365051031113,0,0.0
2024-03-19 05:00:00,2916500,0,355250,0.45544850826263,681748,0.68174749612808,9676574,0.2975449860096,485250,1.0005149841309,221000,1,850002,1.700007557869,720032,0.11485700309277,1712060,0,1735248,0.79002398252487,0,0.0
2024-03-19 06:00:00,4030750,0,354500,0.45448699593544,789122,0.78912222385406,11629731,0.35759800672531,486000,1.0020600557327,221000,1,983878,1.9677574634552,786089,0.12539300322533,2130686,0,1847499,0.84112972021103,1752,8.3149498095736e-05
2024-03-19 07:00:00,4777000,0,348750,0.44711524248123,823950,0.82394975423813,13145111,0.4041885137558,486000,1.0020600557327,221000,1,1027300,2.0545976161957,824701,0.13155150413513,2338602,0,2063500,0.93947023153305,234833,0.011144947260618
2024-03-19 08:00:00,4775250,0,355250,0.45544874668121,829513,0.82951325178146,14488497,0.44548949599266,486000,1.0020600557327,221000,1,1034237,2.0684750080109,917506,0.14635449647903,2291551,0,2106251,0.95893424749374,1472462,0.069880500435829
2024-03-19 09:00:00,4200750,0,349250,0.44775649905205,725475,0.72547650337219,15602726,0.47974374890327,486000,1.0020600557327,221000,1,904525,1.8090449571609,1104163,0.17612725496292,2110997,0,2125500,0.96769773960114,3375396,0.16018775105476
2024-03-19 10:00:00,3238500,0,355250,0.45544850826263,612204,0.6122037768364,16802288,0.51662075519562,486000,1.0020600557327,221000,1,763296,1.5265949964523,1443555,0.23026324808598,1819808,0,2196749,1.0001357793808,5665197,0.26885125041008
2024-03-19 11:00:00,2425750,0,343500,0.44038474559784,530977,0.53097748756409,19407940,0.59672927856445,486000,1.0020600557327,221000,1,662023,1.3240449428558,1874374,0.29898175597191,1566497,0,2379250,1.0832225084305,8915541,0.4230942428112
2024-03-19 12:00:00,2437250,0,346750,0.44455149769783,557126,0.55712550878525,21823705,0.67099726200104,486000,1.0020600557327,221000,1,694624,1.3892475366592,2382109,0.3799677491188,1504307,0,2316000,1.0544300079346,10875555,0.51609927415848
2024-03-19 13:00:00,2748000,0,355250,0.45544850826263,580604,0.58060377836227,22017315,0.67694175243378,486000,1.0020600557327,221000,1,723896,1.4477950334549,2822866,0.45026975870132,1521467,0,2394250,1.0900549888611,10160723,0.48216876387596
2024-03-19 14:00:00,2716500,0,355500,0.45576900243759,581717,0.58171647787094,21068788,0.64776998758316,485500,1.0010299682617,221000,1,725283,1.4505699872971,2897067,0.46210250258446,1590258,0,2380001,1.0835649967194,9112946,0.43243950605392
2024-03-19 15:00:00,3139750,0,354500,0.45448699593544,622997,0.6229972243309,20565964,0.6323025226593,485000,1.0,221000,1,776753,1.5535074472427,2761766,0.44051799178123,1670913,0,2550999,1.1614199876785,7979326,0.37863901257515
2024-03-19 16:00:00,4600250,0,360750,0.46250000596046,694655,0.6946547627449,19490638,0.5992339849472,485000,1.0,221000,1,866095,1.7321900129318,2443610,0.38976773619652,1920844,0,2559750,1.1654025316238,5335172,0.25316300988197
2024-03-19 17:00:00,5996500,0,361500,0.46346199512482,847540,0.84753876924515,17778019,0.54657298326492,485250,1.0005149841309,221000,1,1056710,2.1134250164032,1850532,0.29516723752022,2260778,0,2282500,1.0391784906387,2412612,0.11448059976101
2024-03-19 18:00:00,6466500,0,367000,0.47051298618317,1054834,1.0548322200775,15553003,0.47816026210785,485250,1.0005149841309,221000,1,1315166,2.6303324699402,1036762,0.16536650061607,2407024,0,1807249,0.82280474901199,389028,0.018459437415004
2024-03-19 19:00:00,6481750,0,374250,0.47980749607086,1174448,1.1744475364685,14615121,0.44932049512863,486000,1.0020600557327,221000,1,1464302,2.9286050796509,389606,0.06214290112257,2404780,0,1615751,0.73561924695969,0,0.0
2024-03-19 20:00:00,6472500,0,369750,0.47403851151466,1221403,1.2214050292969,13974666,0.42962524294853,486000,1.0020600557327,221000,1,1522847,3.0456924438477,162275,0.025883000344038,2341885,0,1173750,0.53438526391983,0,0.0
2024-03-19 21:00:00,6467750,0,378250,0.48493576049805,1221626,1.2216274738312,13423231,0.4126670062542,486000,1.0020600557327,221000,1,1523124,3.0462474822998,100086,0.015963675454259,2204360,0,817751,0.37230551242828,0,0.0
2024-03-19 22:00:00,6315750,0,378000,0.48461523652077,1105128,1.1051249504089,12591866,0.3871037364006,486000,1.0020600557327,221000,1,1377872,2.755744934082,92084,0.014687299728394,2095612,0,517249,0.23549324274063,0,0.0
2024-03-19 23:00:00,5657750,0,378250,0.48493576049805,911742,0.91174125671387,11125795,0.34202900528908,486000,1.0020600557327,221000,1,1136758,2.2735176086426,50826,0.0081066302955151,1917042,0,363250,0.16538049280643,0,0.0
2024-03-20 00:00:00,6163250,0,373500,0.47884601354599,896942,0.89694249629974,11439109,0.35165649652481,486000,1.0020600557327,221000,1,1118308,2.236617565155,49484,0.0078925276175141,1866908,0,260500,0.11860052496195,0,0.0
2024-03-20 01:00:00,6140750,0,385250,0.49391049146652,892158,0.8921577334404,11340310,0.34861499071121,486000,1.0020600557327,221000,1,1112342,2.2246849536896,46553,0.0074249976314604,1862333,0,190750,0.086844675242901,0,0.0
2024-03-20 02:00:00,6160250,0,386500,0.49551299214363,896608,0.89660847187042,11382595,0.34991025924683,486000,1.0020600557327,221000,1,1117892,2.2357850074768,28698,0.0045771724544466,1865221,0,217250,0.09890965372324,0,0.0
2024-03-20 03:00:00,6074750,0,382000,0.48974373936653,895051,0.89505076408386,11357841,0.34914499521255,485750,1.0015449523926,221000,1,1115949,2.2318999767303,67108,0.010703297331929,1893439,0,219500,0.099934071302414,0,0.0
2024-03-20 04:00:00,6191000,0,383750,0.49198749661446,906957,0.9069567322731,11557816,0.35528776049614,485500,1.0010299682617,221000,1,1130793,2.2615849971771,65887,0.010508474893868,1986821,0,182750,0.083202473819256,0,0.0
2024-03-20 05:00:00,6531250,0,382000,0.48974350094795,926985,0.92698502540588,12088196,0.37158700823784,485000,1.0,221000,1,1155765,2.311532497406,51445,0.0082050347700715,2139295,0,192250,0.087527602910995,0,0.0
2024-03-20 06:00:00,6885000,0,380750,0.48814100027084,960922,0.96092247962952,12886798,0.39613050222397,485000,1.0,221000,1,1198078,2.3961551189423,43346,0.0069132698699832,2422559,0,282750,0.12873074412346,3990,0.0001892842556117
2024-03-20 07:00:00,6974750,0,371500,0.47628200054169,955025,0.95502525568008,13770170,0.42327925562859,485000,1.0,221000,1,1190725,2.3814499378204,28525,0.0045494302175939,2595300,0,315750,0.14375475049019,629137,0.029845591634512
2024-03-20 08:00:00,6646000,0,377250,0.48365348577499,926208,0.92620599269867,15251497,0.46880775690079,486000,1.0020600557327,221000,1,1154792,2.3095874786377,48861,0.007792757358402,2451318,0,245999,0.11199867725372,2690763,0.12764510512352
2024-03-20 09:00:00,5502250,0,377750,0.48429450392723,807705,0.8077045083046,16403883,0.50422424077988,486000,1.0020600557327,221000,1,1007045,2.0140924453735,105356,0.016802925616503,2189734,0,237750,0.10824300348759,5465629,0.25927549600601
2024-03-20 10:00:00,3664500,0,385250,0.49391049146652,680747,0.68074572086334,16453302,0.50573647022247,488750,1.0077350139618,221000,1,848753,1.6975100040436,172217,0.027466224506497,1881410,0,201249,0.091624647378922,7906141,0.37504050135612
2024-03-20 11:00:00,3250000,0,390250,0.50032049417496,638464,0.63846397399902,17212187,0.52905625104904,487000,1.0041224956512,221000,1,796036,1.5920724868774,252514,0.040272198617458,1771419,0,202500,0.092194221913815,9199663,0.43639349937439
2024-03-20 12:00:00,3331500,0,386750,0.49583348631859,678409,0.67840951681137,18010410,0.55358451604843,486000,1.0020600557327,221000,1,845841,1.6916799545288,280644,0.044758275151253,1749915,0,163499,0.074437849223614,9863846,0.4678915143013
2024-03-20 13:00:00,3463750,0,387500,0.49679499864578,691093,0.69109398126602,18443378,0.56688576936722,485250,1.0005149841309,221000,1,861657,1.723312497139,256631,0.040928274393082,1674542,0,182500,0.083088599145412,10216110,0.48459249734879
2024-03-20 14:00:00,3939750,0,383250,0.49134624004364,701887,0.70188748836517,17932680,0.55118149518967,485500,1.0010299682617,221000,1,875113,1.7502274513245,452000,0.072085849940777,1786644,0,146500,0.066698551177979,8937621,0.42394098639488
2024-03-20 15:00:00,5458750,0,377250,0.48365348577499,826287,0.82628625631332,17848489,0.54858672618866,485000,1.0,221000,1,1030213,2.0604250431061,454319,0.072455227375031,1987221,0,127500,0.058048199862242,6877591,0.3262212574482
2024-03-20 16:00:00,6581750,0,379000,0.48589751124382,914969,0.91496801376343,16699458,0.51326423883438,485000,1.0,221000,1,1140781,2.281564950943,293516,0.046809926629066,2156764,0,132750,0.060438450425863,4390547,0.20825099945068
2024-03-20 17:00:00,7037750,0,376250,0.48237198591232,990409,0.99040848016739,15195757,0.46704098582268,485000,1.0,221000,1,1234841,2.4696824550629,207575,0.033103849738836,2318974,0,138500,0.063056297600269,2182095,0.1034988462925
2024-03-20 18:00:00,7189500,0,386750,0.49583348631859,1141958,1.1419575214386,14123932,0.43409350514412,484000,0.997937977314,221000,1,1423792,2.8475825786591,109091,0.017397625371814,2428198,0,151250,0.068861097097397,585033,0.027748182415962
2024-03-20 19:00:00,7096500,0,387250,0.49647450447083,1306525,1.3065224885941,13820506,0.42476201057434,484000,0.997937977314,221000,1,1628975,3.2579524517059,58740,0.0093676699325442,2429830,0,204250,0.092990949749947,0,0.0
2024-03-20 20:00:00,6920750,0,398750,0.51121801137924,1290724,1.290722489357,13492896,0.41468825936317,484250,0.99845349788666,221000,1,1609276,3.2185499668121,43832,0.0069901398383081,2247832,0,273000,0.1242915019393,0,0.0
2024-03-20 21:00:00,6922750,0,402000,0.51538497209549,1259458,1.2594574689865,13543004,0.41622275114059,485000,1.0,221000,1,1570292,3.1405825614929,62338,0.0099413273856044,2170649,0,445999,0.20305450260639,0,0.0
2024-03-20 22:00:00,6710500,0,403250,0.51698750257492,1182460,1.182457447052,13243311,0.40700748562813,485000,1.0,221000,1,1474290,2.9485800266266,131232,0.020928025245667,2054421,0,577750,0.26303824782372,0,0.0
2024-03-20 23:00:00,6009250,0,401500,0.51474350690842,973830,0.97382950782776,11857802,0.36442148685455,485000,1.0,221000,1,1214170,2.4283425807953,184378,0.029403250664473,1896758,0,468500,0.2132984995842,0,0.0
2024-03-21 00:00:00,5320500,0,400000,0.51282072067261,851433,0.85143327713013,11118182,0.34168675541878,485000,1.0,221000,1,1061567,2.1231350898743,175581,0.028000149875879,1728981,0,871000,0.39654898643494,0,0.0
2024-03-21 01:00:00,4433500,0,394000,0.50512802600861,754740,0.7547402381897,11003667,0.3381632566452,485000,1.0,221000,1,941010,1.882017493248,542481,0.086509726941586,1661394,0,1567499,0.7136510014534,0,0.0
2024-03-21 02:00:00,3852000,0,400500,0.51346176862717,683416,0.68341648578644,10935315,0.33605825901031,485000,1.0,221000,1,852084,1.7041674852371,1196335,0.19077874720097,1599860,0,1641999,0.74756926298141,0,0.0
2024-03-21 03:00:00,3860000,0,399750,0.51250022649765,646253,0.64625251293182,11497765,0.35333898663521,485000,1.0,221000,1,805747,1.6114975214005,1703246,0.27161398530006,1612255,0,1761250,0.80186223983765,0,0.0
2024-03-21 04:00:00,3604500,0,402750,0.51634651422501,633456,0.6334565281868,12192756,0.37469175457954,485000,1.0,221000,1,789794,1.5795874595642,2642474,0.42138800024986,1603036,0,1807500,0.82291877269745,0,0.0
2024-03-21 05:00:00,4254500,0,397500,0.50961524248123,669174,0.66917425394058,13203841,0.4057582616806,484250,0.99845349788666,221000,1,834326,1.6686525344849,3112419,0.49632623791695,1712119,0,1515250,0.6898632645607,0,0.0
2024-03-21 06:00:00,5514250,0,389250,0.49903848767281,779219,0.77921950817108,14349326,0.44095376133919,484250,0.99845349788666,221000,1,971531,1.9430575370789,2887897,0.46051925420761,2151346,0,941000,0.42841848731041,6016,0.0002852767356671
2024-03-21 07:00:00,6018250,0,378500,0.485256254673,894049,0.89404952526093,14025284,0.43099048733711,484000,0.997937977314,221000,1,1114701,2.2293999195099,1765523,0.28153774142265,2426878,0,402750,0.18336400389671,316493,0.015007769688964
2024-03-21 08:00:00,6235250,0,385000,0.49358999729156,905844,0.90584397315979,14136027,0.43438801169395,485000,1.0,221000,1,1129406,2.2588124275208,954126,0.1521479934454,2453309,0,66500,0.03027612529695,1297147,0.061508424580097
2024-03-21 09:00:00,5977000,0,376750,0.48301300406456,905511,0.90551000833511,14980234,0.46032375097275,485000,1.0,221000,1,1128989,2.2579824924469,631997,0.1007796227932,2331201,0,34500,0.015707174316049,2884309,0.13676649332047
2024-03-21 10:00:00,5806250,0,376250,0.48237174749374,812711,0.81271147727966,15888480,0.48822700977325,485750,1.0015449523926,221000,1,1013289,2.026575088501,487466,0.077731847763062,2225203,0,53250,0.024243649095297,4403339,0.20879149436951
2024-03-21 11:00:00,5588500,0,376750,0.48301249742508,732487,0.73248624801636,16641007,0.51134449243546,486000,1.0020600557327,221000,1,913263,1.8265274763107,693389,0.1105677485466,2184180,0,140499,0.063966400921345,5304549,0.25151926279068
2024-03-21 12:00:00,4786250,0,375250,0.48108950257301,649590,0.64959073066711,16459653,0.50576549768448,486000,1.0020600557327,221000,1,809910,1.6198199987411,914215,0.14577974379063,2079617,0,225500,0.10266564786434,5912973,0.28036326169968
2024-03-21 13:00:00,4237750,0,373750,0.47916650772095,632343,0.63234376907349,16505948,0.50718152523041,486000,1.0020600557327,221000,1,788407,1.5768150091171,1184785,0.18892349302769,1973760,0,334999,0.15251849591732,6274138,0.29748275876045
2024-03-21 14:00:00,4464000,0,367750,0.47147449851036,674181,0.67418098449707,16925212,0.5200577378273,486000,1.0020600557327,221000,1,840569,1.681135058403,1113686,0.17758500576019,1978530,0,730751,0.33269625902176,6049491,0.28682625293732
2024-03-21 15:00:00,4048500,0,364000,0.46666675806046,712347,0.71234673261642,16515947,0.50747573375702,486250,1.0025750398636,221000,1,888153,1.7763074636459,1453689,0.23179949820042,1931821,0,1121751,0.51071101427078,5289040,0.25076624751091
2024-03-21 16:00:00,5162500,0,364750,0.46762824058533,759079,0.75907975435257,17591930,0.54053026437759,486000,1.0020600557327,221000,1,946421,1.8928400278091,1994812,0.31808251142502,2194827,0,1680751,0.76521277427673,3782258,0.17932300269604
2024-03-21 17:00:00,6413250,0,372500,0.47756400704384,875912,0.87591248750687,17757921,0.54562377929688,485750,1.0015449523926,221000,1,1092088,2.1841750144958,2188532,0.34896999597549,2455766,0,1837001,0.83635002374649,1816491,0.086121425032616
