validto (UTC),capacity (kW) aardgas,percentage aardgas,capacity (kW) afval,percentage afval,capacity (kW) biomassa,percentage biomassa,capacity (kW) electriciteitsmix,percentage electriciteitsmix,capacity (kW) kernenergie,percentage kernenergie,capacity (kW) overig,percentage overig,capacity (kW) steenkool,percentage steenkool,capacity (kW) wind,percentage wind,capacity (kW) wkk,percentage wkk,capacity (kW) zeewind,percentage zeewind,capacity (kW) zon,percentage zon
2024-01-02 05:00:00,1180250,0,316250,0.40544849634171,0,0.0,11776807,0.37079998850822,486000,1.0020600557327,221000,1,0,0.0,5355913,0.86480498313904,1494644,0,2722750,1.2396149635315,0,0.0
2024-01-02 06:00:00,1138000,0,319750,0.40993550419807,0,0.0,11514421,0.36253374814987,486000,1.0020600557327,221000,1,0,0.0,5292594,0.85457527637482,1750327,0,2306750,1.0502175092697,0,0.0
2024-01-02 07:00:00,1229750,0,323750,0.41506400704384,0,0.0,12232606,0.38514098525047,486000,1.0020600557327,221000,1,0,0.0,4994679,0.80646651983261,1903927,0,3073500,1.399302482605,0,0.0
2024-01-02 08:00:00,1332500,0,326250,0.41826948523521,0,0.0,12303163,0.38735750317574,486000,1.0020600557327,221000,1,0,0.0,4716178,0.76149374246597,2044781,0,3173500,1.444832444191,2954,0.0001449022529413
2024-01-02 09:00:00,1353500,0,322750,0.41378250718117,0,0.0,12159661,0.38283449411392,486000,1.0020600557327,221000,1,0,0.0,4326284,0.69853502511978,2096936,0,3153750,1.4358375072479,199441,0.0097830174490809
2024-01-02 10:00:00,1438750,0,314750,0.40352550148964,0,0.0,11918911,0.37525001168251,488000,1.0061875581741,221000,1,0,0.0,3856030,0.62260222434998,2059296,0,2523000,1.1486699581146,1018085,0.049938548356295
2024-01-02 11:00:00,1717500,0,309750,0.3971154987812,0,0.0,11988226,0.37742725014687,486000,1.0020600557327,221000,1,0,0.0,3401353,0.54918551445007,2027063,0,2269750,1.0333750247955,1555810,0.076313398778439
2024-01-02 12:00:00,2134250,0,292250,0.37467923760414,0,0.0,12080941,0.38034126162529,485250,1.0005149841309,221000,1,0,0.0,3046881,0.49194875359535,2049458,0,2583500,1.1762175559998,1268352,0.062212325632572
2024-01-02 13:00:00,2434500,0,288500,0.36987173557281,0,0.0,11641310,0.36649575829506,485000,1.0,221000,1,0,0.0,2696652,0.43539801239967,2098942,0,2579751,1.1745100021362,836965,0.041052173823118
2024-01-02 14:00:00,2373250,0,294250,0.37724348902702,0,0.0,11397590,0.35881826281548,485250,1.0005149841309,221000,1,0,0.0,2631747,0.42491576075554,2095633,0,2557000,1.1641499996185,739460,0.036268975585699
2024-01-02 15:00:00,2368000,0,293000,0.37564098834991,0,0.0,11312682,0.35614076256752,486000,1.0020600557327,221000,1,0,0.0,2821440,0.45554023981094,2100947,0,2622000,1.1937425136566,400295,0.019633324816823
2024-01-02 16:00:00,2330250,0,297000,0.38076901435852,0,0.0,11724500,0.36910024285316,486000,1.0020600557327,221000,1,0,0.0,3459529,0.55856025218964,2132722,0,2756000,1.2547525167465,41999,0.0020598971750587
2024-01-02 17:00:00,2364250,0,314750,0.40352550148964,0,0.0,12036069,0.37890374660492,486000,1.0020600557327,221000,1,0,0.0,4229860,0.6829297542572,2122960,0,2297249,1.0458920001984,0,0.0
2024-01-02 18:00:00,2160750,0,315750,0.40480750799179,0,0.0,12330235,0.38815951347351,486000,1.0020600557327,221000,1,0,0.0,5076005,0.81953823566437,1987481,0,2083249,0.94846099615097,0,0.0
2024-01-02 19:00:00,1643500,0,316000,0.40512800216675,0,0.0,10465917,0.32946598529816,486000,1.0020600557327,221000,1,0,0.0,4218155,0.68103122711182,1856512,0,1724750,0.78524452447891,0,0.0
2024-01-02 20:00:00,1742000,0,322000,0.41282048821449,0,0.0,9832611,0.30952548980713,486000,1.0020600557327,221000,1,0,0.0,3892368,0.62842798233032,1808743,0,1360500,0.6194087266922,0,0.0
2024-01-02 21:00:00,1638750,0,321000,0.41153851151466,0,0.0,9833708,0.30955624580383,486250,1.0025750398636,221000,1,0,0.0,4080165,0.65874350070953,1696542,0,1390001,0.63283973932266,0,0.0
